# mapping_set_id: https://w3id.org/commons/ols/mappings/hp.ols.sssom.tsv
# mapping_set_group: ols_sssom_extracts
# mapping_set_confidence: '0.7'
# other:
#   mapping_set_source: https://www.ebi.ac.uk/ols4/ontologies/hp
#   local_id: hp.ols
# local_name: hp.ols.sssom.tsv
# curie_map:
#   semapv: https://w3id.org/semapv/vocab/
#   owl: http://www.w3.org/2002/07/owl#
#   skos: http://www.w3.org/2004/02/skos/core#
#   oboInOwl: http://www.geneontology.org/formats/oboInOwl#
#   chebi: http://purl.obolibrary.org/obo/chebi/
#   inchi: 'https://bioregistry.io/inchi:'
#   inchikey: 'https://bioregistry.io/inchikey:'
#   smiles: 'https://bioregistry.io/smiles:'
#   HP: http://purl.obolibrary.org/obo/HP_
#   UMLS: http://linkedlifedata.com/resource/umls/id/
#   MSH: https://meshb.nlm.nih.gov/record/ui?ui=
#   SNOMEDCT_US: http://snomed.info/id/
#   MEDDRA: http://bioportal.bioontology.org/ontologies/MEDDRA?p=classes&conceptid=
#   NCIT: http://purl.obolibrary.org/obo/NCIT_
#   EFO: http://www.ebi.ac.uk/efo/EFO_
#   DOID: http://purl.obolibrary.org/obo/DOID_
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   MP: http://purl.obolibrary.org/obo/MP_
#   MPATH: http://purl.obolibrary.org/obo/MPATH_
#   PMID: http://www.ncbi.nlm.nih.gov/pubmed/
#   ORPHA: http://www.orpha.net/consor/cgi-bin/OC_Exp.php?Lng=EN&Expert=
#   SNOMED_CT: http://snomed.info/id/
subject_id	predicate_id	object_id	mapping_justification	subject_label	object_label
HP:0003736	oboInOwl:hasDbXref	UMLS:C0544966	semapv:UnspecifiedMatching	Autofagické vakuoly	
HP:0003737	oboInOwl:hasDbXref	MSH:D017240	semapv:UnspecifiedMatching	Miopatía mitocondrial	
HP:0003737	oboInOwl:hasDbXref	SNOMEDCT_US:16851005	semapv:UnspecifiedMatching	Miopatía mitocondrial	
HP:0003737	oboInOwl:hasDbXref	UMLS:C0162670	semapv:UnspecifiedMatching	Miopatía mitocondrial	
HP:0003738	oboInOwl:hasDbXref	UMLS:C1850830	semapv:UnspecifiedMatching	Cvičením indukovaná myalgie	
HP:0003739	oboInOwl:hasDbXref	UMLS:C3806442	semapv:UnspecifiedMatching	Espasmos mioclónicos	
HP:0003740	oboInOwl:hasDbXref	UMLS:C4025575	semapv:UnspecifiedMatching	Isınma fenomenli myotoni	
HP:0003743	oboInOwl:hasDbXref	MSH:D020132	semapv:UnspecifiedMatching	Anticipación genética	
HP:0003743	oboInOwl:hasDbXref	UMLS:C0600498	semapv:UnspecifiedMatching	Anticipación genética	
HP:0003744	oboInOwl:hasDbXref	UMLS:C1834002	semapv:UnspecifiedMatching	Anticipación genética con sesgo de anticipación paterna	
HP:0003744	oboInOwl:hasDbXref	UMLS:C4025574	semapv:UnspecifiedMatching	Anticipación genética con sesgo de anticipación paterna	
HP:0003745	oboInOwl:hasDbXref	UMLS:C1853237	semapv:UnspecifiedMatching	Cas sporadique	
HP:0003749	oboInOwl:hasDbXref	SNOMEDCT_US:249941003	semapv:UnspecifiedMatching	Bekkengordel spierzwakte	
HP:0003749	oboInOwl:hasDbXref	UMLS:C0427064	semapv:UnspecifiedMatching	Bekkengordel spierzwakte	
HP:0003750	oboInOwl:hasDbXref	MSH:D018763	semapv:UnspecifiedMatching	Artmış kas yorulabilirliği	
HP:0003750	oboInOwl:hasDbXref	SNOMEDCT_US:80449002	semapv:UnspecifiedMatching	Artmış kas yorulabilirliği	
HP:0003750	oboInOwl:hasDbXref	UMLS:C0242979	semapv:UnspecifiedMatching	Artmış kas yorulabilirliği	
HP:0003750	oboInOwl:hasDbXref	UMLS:C4025573	semapv:UnspecifiedMatching	Artmış kas yorulabilirliği	
HP:0003752	oboInOwl:hasDbXref	UMLS:C4025572	semapv:UnspecifiedMatching	Debilidad flácida episódica	
HP:0003755	oboInOwl:hasDbXref	UMLS:C4025571	semapv:UnspecifiedMatching	1型線維より比較的小さな1型線維	
HP:0003756	oboInOwl:hasDbXref	SNOMEDCT_US:75047002	semapv:UnspecifiedMatching	Miopatía esquelética	
HP:0003756	oboInOwl:hasDbXref	UMLS:C1533847	semapv:UnspecifiedMatching	Miopatía esquelética	
HP:0003758	oboInOwl:hasDbXref	SNOMEDCT_US:248316006	semapv:UnspecifiedMatching	Azaltılmış deri altı yağ dokusu	
HP:0003758	oboInOwl:hasDbXref	UMLS:C0424631	semapv:UnspecifiedMatching	Azaltılmış deri altı yağ dokusu	
HP:0003758	oboInOwl:hasDbXref	UMLS:C1857657	semapv:UnspecifiedMatching	Azaltılmış deri altı yağ dokusu	
HP:0003759	oboInOwl:hasDbXref	UMLS:C4025570	semapv:UnspecifiedMatching	Hipoplasia de los vasos linfáticos	
HP:0003760	oboInOwl:hasDbXref	UMLS:C4280804	semapv:UnspecifiedMatching	Contracciones musculares de balanceo rápido inducidas por la percusión (PIRC)	
HP:0003761	oboInOwl:hasDbXref	MSH:D002114	semapv:UnspecifiedMatching	Calcinose	
HP:0003761	oboInOwl:hasDbXref	SNOMEDCT_US:6595006	semapv:UnspecifiedMatching	Calcinose	
HP:0003761	oboInOwl:hasDbXref	UMLS:C0006663	semapv:UnspecifiedMatching	Calcinose	
HP:0003762	oboInOwl:hasDbXref	SNOMEDCT_US:15545001	semapv:UnspecifiedMatching	Uterus didelfis	
HP:0003762	oboInOwl:hasDbXref	SNOMEDCT_US:22504001	semapv:UnspecifiedMatching	Uterus didelfis	
HP:0003762	oboInOwl:hasDbXref	UMLS:C0152240	semapv:UnspecifiedMatching	Uterus didelfis	
HP:0003762	oboInOwl:hasDbXref	UMLS:C0266393	semapv:UnspecifiedMatching	Uterus didelfis	
HP:0003763	oboInOwl:hasDbXref	MSH:D002012	semapv:UnspecifiedMatching	Bruksizm	
HP:0003763	oboInOwl:hasDbXref	SNOMEDCT_US:191983006	semapv:UnspecifiedMatching	Bruksizm	
HP:0003763	oboInOwl:hasDbXref	SNOMEDCT_US:90207007	semapv:UnspecifiedMatching	Bruksizm	
HP:0003763	oboInOwl:hasDbXref	UMLS:C0006325	semapv:UnspecifiedMatching	Bruksizm	
HP:0003764	oboInOwl:hasDbXref	MSH:D009506	semapv:UnspecifiedMatching	Naevus	
HP:0003764	oboInOwl:hasDbXref	MSH:D009508	semapv:UnspecifiedMatching	Naevus	
HP:0003764	oboInOwl:hasDbXref	SNOMEDCT_US:21119008	semapv:UnspecifiedMatching	Naevus	
HP:0003764	oboInOwl:hasDbXref	SNOMEDCT_US:400096001	semapv:UnspecifiedMatching	Naevus	
HP:0003764	oboInOwl:hasDbXref	SNOMEDCT_US:51697005	semapv:UnspecifiedMatching	Naevus	
HP:0003764	oboInOwl:hasDbXref	UMLS:C0027960	semapv:UnspecifiedMatching	Naevus	
HP:0003764	oboInOwl:hasDbXref	UMLS:C0027962	semapv:UnspecifiedMatching	Naevus	
HP:0003765	oboInOwl:hasDbXref	MSH:D011565	semapv:UnspecifiedMatching	Dermatite psoriasiforme	
HP:0003765	oboInOwl:hasDbXref	SNOMEDCT_US:9014002	semapv:UnspecifiedMatching	Dermatite psoriasiforme	
HP:0003765	oboInOwl:hasDbXref	UMLS:C0033860	semapv:UnspecifiedMatching	Dermatite psoriasiforme	
HP:0003768	oboInOwl:hasDbXref	SNOMEDCT_US:198030008	semapv:UnspecifiedMatching	Paralysie périodique	
HP:0003768	oboInOwl:hasDbXref	UMLS:C1279412	semapv:UnspecifiedMatching	Paralysie périodique	
HP:0003771	oboInOwl:hasDbXref	MSH:D003784	semapv:UnspecifiedMatching	Calcificaciones de la pulpa dentaria	
HP:0003771	oboInOwl:hasDbXref	SNOMEDCT_US:57602001	semapv:UnspecifiedMatching	Calcificaciones de la pulpa dentaria	
HP:0003771	oboInOwl:hasDbXref	UMLS:C1527284	semapv:UnspecifiedMatching	Calcificaciones de la pulpa dentaria	
HP:0003771	oboInOwl:hasDbXref	UMLS:C4280259	semapv:UnspecifiedMatching	Calcificaciones de la pulpa dentaria	
HP:0003771	oboInOwl:hasDbXref	UMLS:C4280546	semapv:UnspecifiedMatching	Calcificaciones de la pulpa dentaria	
HP:0003774	oboInOwl:hasDbXref	SNOMEDCT_US:433146000	semapv:UnspecifiedMatching	Enfermedad renal crónica estadio 5	
HP:0003774	oboInOwl:hasDbXref	UMLS:C2316810	semapv:UnspecifiedMatching	Enfermedad renal crónica estadio 5	
HP:0003777	oboInOwl:hasDbXref	MSH:C562485	semapv:UnspecifiedMatching	Pili torti	
HP:0003777	oboInOwl:hasDbXref	SNOMEDCT_US:17170005	semapv:UnspecifiedMatching	Pili torti	
HP:0003777	oboInOwl:hasDbXref	UMLS:C0263491	semapv:UnspecifiedMatching	Pili torti	
HP:0003778	oboInOwl:hasDbXref	UMLS:C1841648	semapv:UnspecifiedMatching	Branches mandibulaires courtes	
HP:0003778	oboInOwl:hasDbXref	UMLS:C4280545	semapv:UnspecifiedMatching	Branches mandibulaires courtes	
HP:0003779	oboInOwl:hasDbXref	UMLS:C1844509	semapv:UnspecifiedMatching	Antegonial notching of mandible	
HP:0003781	oboInOwl:hasDbXref	MSH:D012798	semapv:UnspecifiedMatching	Aşırı tükürük salgılama	
HP:0003781	oboInOwl:hasDbXref	SNOMEDCT_US:275295002	semapv:UnspecifiedMatching	Aşırı tükürük salgılama	
HP:0003781	oboInOwl:hasDbXref	SNOMEDCT_US:53827007	semapv:UnspecifiedMatching	Aşırı tükürük salgılama	
HP:0003781	oboInOwl:hasDbXref	SNOMEDCT_US:62718007	semapv:UnspecifiedMatching	Aşırı tükürük salgılama	
HP:0003781	oboInOwl:hasDbXref	UMLS:C0013132	semapv:UnspecifiedMatching	Aşırı tükürük salgılama	
HP:0003781	oboInOwl:hasDbXref	UMLS:C0037036	semapv:UnspecifiedMatching	Aşırı tükürük salgılama	
HP:0003782	oboInOwl:hasDbXref	UMLS:C4025569	semapv:UnspecifiedMatching	Enükoid görünüş	
HP:0003784	oboInOwl:hasDbXref	UMLS:C1970463	semapv:UnspecifiedMatching	1型コラーゲン過剰修飾	
HP:0003785	oboInOwl:hasDbXref	UMLS:C4280803	semapv:UnspecifiedMatching	Azalmış BOS homovalinik asiti	
HP:0003787	oboInOwl:hasDbXref	UMLS:C4025568	semapv:UnspecifiedMatching	1 型和 2 型肌纤维微核心区域	
HP:0003789	oboInOwl:hasDbXref	MSH:C564969	semapv:UnspecifiedMatching	Minicore myopathie	
HP:0003789	oboInOwl:hasDbXref	UMLS:C1850674	semapv:UnspecifiedMatching	Minicore myopathie	
HP:0003791	oboInOwl:hasDbXref	UMLS:C1853934	semapv:UnspecifiedMatching	Beta-amiloid proteine karşı immünreaktiviteli depozitler	
HP:0003795	oboInOwl:hasDbXref	UMLS:C4021723	semapv:UnspecifiedMatching	Acortamiento de las falanges medias del pie	
HP:0003796	oboInOwl:hasDbXref	UMLS:C1855180	semapv:UnspecifiedMatching	Cresta ilíaca Irregular	
HP:0003797	oboInOwl:hasDbXref	UMLS:C1404521	semapv:UnspecifiedMatching	Amyotrophie des ceintures	
HP:0003797	oboInOwl:hasDbXref	UMLS:C1842552	semapv:UnspecifiedMatching	Amyotrophie des ceintures	
HP:0003798	oboInOwl:hasDbXref	UMLS:C3808039	semapv:UnspecifiedMatching	Corps à némaline	
HP:0003799	oboInOwl:hasDbXref	UMLS:C1868549	semapv:UnspecifiedMatching	Duidelijk achterlopende bot leeftijd	
HP:0003800	oboInOwl:hasDbXref	UMLS:C4025566	semapv:UnspecifiedMatching	Abnormalita svalu podmíněná mitochondriální dysfunkci	
HP:0003803	oboInOwl:hasDbXref	UMLS:C1854387	semapv:UnspecifiedMatching	1型筋線維有意	
HP:0003805	oboInOwl:hasDbXref	UMLS:C1853932	semapv:UnspecifiedMatching	Omrande vacuolen	
HP:0003808	oboInOwl:hasDbXref	UMLS:C0852413	semapv:UnspecifiedMatching	Abnormal muscle tone	
HP:0003809	oboInOwl:hasDbXref	UMLS:C1837797	semapv:UnspecifiedMatching	Ausencia casi completa de tejido adiposo metabólicamente activo (subcutáneo, intrabdominal, intratorácico)	
HP:0003810	oboInOwl:hasDbXref	UMLS:C4025565	semapv:UnspecifiedMatching	Debilidad muscular distal de inicio tardío	
HP:0003811	oboInOwl:hasDbXref	MSH:D066087	semapv:UnspecifiedMatching	Décès néonatal	
HP:0003811	oboInOwl:hasDbXref	SNOMEDCT_US:276506001	semapv:UnspecifiedMatching	Décès néonatal	
HP:0003811	oboInOwl:hasDbXref	UMLS:C0410916	semapv:UnspecifiedMatching	Décès néonatal	
HP:0003812	oboInOwl:hasDbXref	UMLS:C1837514	semapv:UnspecifiedMatching	Fenotipik değişkenlik	
HP:0003812	oboInOwl:hasDbXref	UMLS:C1839039	semapv:UnspecifiedMatching	Fenotipik değişkenlik	
HP:0003812	oboInOwl:hasDbXref	UMLS:C1850667	semapv:UnspecifiedMatching	Fenotipik değişkenlik	
HP:0003812	oboInOwl:hasDbXref	UMLS:C1866210	semapv:UnspecifiedMatching	Fenotipik değişkenlik	
HP:0003819	oboInOwl:hasDbXref	UMLS:C1843392	semapv:UnspecifiedMatching	Death in childhood	
HP:0003826	oboInOwl:hasDbXref	MSH:D005313	semapv:UnspecifiedMatching	Intra-uteriene vruchtdood	
HP:0003826	oboInOwl:hasDbXref	MSH:D050497	semapv:UnspecifiedMatching	Intra-uteriene vruchtdood	
HP:0003826	oboInOwl:hasDbXref	SNOMEDCT_US:237364002	semapv:UnspecifiedMatching	Intra-uteriene vruchtdood	
HP:0003826	oboInOwl:hasDbXref	SNOMEDCT_US:276507005	semapv:UnspecifiedMatching	Intra-uteriene vruchtdood	
HP:0003826	oboInOwl:hasDbXref	UMLS:C0015927	semapv:UnspecifiedMatching	Intra-uteriene vruchtdood	
HP:0003826	oboInOwl:hasDbXref	UMLS:C0595939	semapv:UnspecifiedMatching	Intra-uteriene vruchtdood	
HP:0003828	oboInOwl:hasDbXref	UMLS:C1861403	semapv:UnspecifiedMatching	Değişken ekspresivite	
HP:0003828	oboInOwl:hasDbXref	UMLS:C1866862	semapv:UnspecifiedMatching	Değişken ekspresivite	
HP:0003829	oboInOwl:hasDbXref	UMLS:C1836598	semapv:UnspecifiedMatching	Incomplete penetrantie	
HP:0003831	oboInOwl:hasDbXref	UMLS:C1835978	semapv:UnspecifiedMatching	Leeftijds-afhankelijke penetrantie	
HP:0003832	oboInOwl:hasDbXref	UMLS:C4025564	semapv:UnspecifiedMatching	Abnormalita plateau tibie (proximální intraartikulární plochy tibie)	
HP:0003833	oboInOwl:hasDbXref	UMLS:C4025563	semapv:UnspecifiedMatching	Lateral olarak eksik tibiyal plato	
HP:0003834	oboInOwl:hasDbXref	MSH:D012783	semapv:UnspecifiedMatching	Luxace ramene	
HP:0003834	oboInOwl:hasDbXref	SNOMEDCT_US:125615005	semapv:UnspecifiedMatching	Luxace ramene	
HP:0003834	oboInOwl:hasDbXref	SNOMEDCT_US:417076003	semapv:UnspecifiedMatching	Luxace ramene	
HP:0003834	oboInOwl:hasDbXref	UMLS:C0037005	semapv:UnspecifiedMatching	Luxace ramene	
HP:0003835	oboInOwl:hasDbXref	SNOMEDCT_US:263051004	semapv:UnspecifiedMatching	Omuz sublüksasyonu	
HP:0003835	oboInOwl:hasDbXref	UMLS:C0434744	semapv:UnspecifiedMatching	Omuz sublüksasyonu	
HP:0003836	oboInOwl:hasDbXref	UMLS:C4025562	semapv:UnspecifiedMatching	Calcificaciones punteadas del hombro	
HP:0003837	oboInOwl:hasDbXref	UMLS:C4025561	semapv:UnspecifiedMatching	Omuzların etrafında yumuşak doku kemikleşmesi	
HP:0003839	oboInOwl:hasDbXref	UMLS:C4021722	semapv:UnspecifiedMatching	Abnormal upper limb epiphysis morphology	
HP:0003840	oboInOwl:hasDbXref	UMLS:C4025560	semapv:UnspecifiedMatching	Delayed upper limb epiphyseal ossification	
HP:0003840	oboInOwl:hasDbXref	UMLS:C4280544	semapv:UnspecifiedMatching	Delayed upper limb epiphyseal ossification	
HP:0003841	oboInOwl:hasDbXref	UMLS:C4025559	semapv:UnspecifiedMatching	Epífisis fragmentados de los miembros superiores	
HP:0003842	oboInOwl:hasDbXref	UMLS:C4025558	semapv:UnspecifiedMatching	Epífisis irregulares de los miembros superiores	
HP:0003843	oboInOwl:hasDbXref	UMLS:C4025557	semapv:UnspecifiedMatching	Epífisis redondeada de los miembros superiores	
HP:0003844	oboInOwl:hasDbXref	UMLS:C4025556	semapv:UnspecifiedMatching	Epífisis pequeñas de los miembros superiores	
HP:0003846	oboInOwl:hasDbXref	UMLS:C4020913	semapv:UnspecifiedMatching	Brede epifysaire platen van bovenste ledematen	
HP:0003848	oboInOwl:hasDbXref	UMLS:C4025555	semapv:UnspecifiedMatching	Cupped metaphyses of the upper limbs	
HP:0003849	oboInOwl:hasDbXref	UMLS:C4021721	semapv:UnspecifiedMatching	Flared upper limb metaphysis	
HP:0003850	oboInOwl:hasDbXref	UMLS:C4021720	semapv:UnspecifiedMatching	Metafysaire irregulariteit van bovenste ledematen	
HP:0003851	oboInOwl:hasDbXref	UMLS:C4025554	semapv:UnspecifiedMatching	Anomalies lytiques des métaphyses des membres supérieurs	
HP:0003852	oboInOwl:hasDbXref	UMLS:C4025553	semapv:UnspecifiedMatching	Bandas transversales de densidad normal en metáfisis de los miembros superiores	
HP:0003853	oboInOwl:hasDbXref	UMLS:C4025552	semapv:UnspecifiedMatching	Esclerosis con estrías transversales en metáfisis de los miembros superiores	
HP:0003854	oboInOwl:hasDbXref	UMLS:C4025551	semapv:UnspecifiedMatching	Esclerosis de metáfisis de los miembros superiores	
HP:0003855	oboInOwl:hasDbXref	UMLS:C4025550	semapv:UnspecifiedMatching	Espuelas en las metáfisis de los miembros superiores	
HP:0003856	oboInOwl:hasDbXref	UMLS:C4021719	semapv:UnspecifiedMatching	Ensanchamiento metafisario en miembro superior	
HP:0003858	oboInOwl:hasDbXref	UMLS:C4025549	semapv:UnspecifiedMatching	Cortical diaphyseal irregularity of the upper limbs	
HP:0003859	oboInOwl:hasDbXref	UMLS:C4025548	semapv:UnspecifiedMatching	Cortical diaphyseal thickening of the upper limbs	
HP:0003860	oboInOwl:hasDbXref	UMLS:C4025547	semapv:UnspecifiedMatching	Diafysaire sclerose van bovenste ledematen	
HP:0003861	oboInOwl:hasDbXref	UMLS:C4021718	semapv:UnspecifiedMatching	Brede diafysen van bovenste ledematen	
HP:0003862	oboInOwl:hasDbXref	UMLS:C2678399	semapv:UnspecifiedMatching	Absent humerus	
HP:0003863	oboInOwl:hasDbXref	UMLS:C4025546	semapv:UnspecifiedMatching	Angulated humerus	
HP:0003864	oboInOwl:hasDbXref	UMLS:C4025545	semapv:UnspecifiedMatching	Bifid humerus	
HP:0003865	oboInOwl:hasDbXref	UMLS:C1859460	semapv:UnspecifiedMatching	Bowed humerus	
HP:0003866	oboInOwl:hasDbXref	UMLS:C4025544	semapv:UnspecifiedMatching	Coarse humeral trabeculae	
HP:0003867	oboInOwl:hasDbXref	UMLS:C4025543	semapv:UnspecifiedMatching	Humeral cortical irregularity	
HP:0003868	oboInOwl:hasDbXref	UMLS:C4025542	semapv:UnspecifiedMatching	Engrosamiento cortical (húmero)	
HP:0003869	oboInOwl:hasDbXref	UMLS:C4025541	semapv:UnspecifiedMatching	Adelgazamiento cortical (húmero)	
HP:0003870	oboInOwl:hasDbXref	UMLS:C4025540	semapv:UnspecifiedMatching	Buruşmuş humerus	
HP:0003871	oboInOwl:hasDbXref	UMLS:C4025539	semapv:UnspecifiedMatching	Deforme humerus	
HP:0003872	oboInOwl:hasDbXref	UMLS:C4025538	semapv:UnspecifiedMatching	Exostosen van humerus	
HP:0003874	oboInOwl:hasDbXref	UMLS:C4025537	semapv:UnspecifiedMatching	Humerus varus	
HP:0003875	oboInOwl:hasDbXref	UMLS:C4025536	semapv:UnspecifiedMatching	Anomalies lytiques de l'humérus	
HP:0003876	oboInOwl:hasDbXref	UMLS:C4025535	semapv:UnspecifiedMatching	Humérus ostéoporotique	
HP:0003877	oboInOwl:hasDbXref	UMLS:C4025534	semapv:UnspecifiedMatching	Humerusun oval çapraz parlaklığı	
HP:0003878	oboInOwl:hasDbXref	UMLS:C4025533	semapv:UnspecifiedMatching	Humerusun periosteal yeni kemiği	
HP:0003879	oboInOwl:hasDbXref	UMLS:C4025532	semapv:UnspecifiedMatching	Humeral pseudarthrosis	
HP:0003880	oboInOwl:hasDbXref	UMLS:C4021717	semapv:UnspecifiedMatching	Focos escleróticos del húmero	
HP:0003881	oboInOwl:hasDbXref	UMLS:C4021716	semapv:UnspecifiedMatching	Esclerosis humeral	
HP:0003882	oboInOwl:hasDbXref	UMLS:C4021851	semapv:UnspecifiedMatching	Humérus gracile	
HP:0003883	oboInOwl:hasDbXref	UMLS:C4025531	semapv:UnspecifiedMatching	Humérus fusiforme	
HP:0003884	oboInOwl:hasDbXref	UMLS:C4025530	semapv:UnspecifiedMatching	Driehoekige humerus	
HP:0003885	oboInOwl:hasDbXref	UMLS:C4025529	semapv:UnspecifiedMatching	Humérus sous-modélisé	
HP:0003886	oboInOwl:hasDbXref	UMLS:C4021715	semapv:UnspecifiedMatching	Ensanchamiento humeral	
HP:0003887	oboInOwl:hasDbXref	UMLS:C4025528	semapv:UnspecifiedMatching	Abnormal humeral head morphology	
HP:0003888	oboInOwl:hasDbXref	UMLS:C3808869	semapv:UnspecifiedMatching	Afgevlakte humerus koppen	
HP:0003889	oboInOwl:hasDbXref	UMLS:C4025527	semapv:UnspecifiedMatching	Abnormal deltoid tuberosity morphology	
HP:0003890	oboInOwl:hasDbXref	UMLS:C2674600	semapv:UnspecifiedMatching	Belirgin deltoid tuberositler	
HP:0003891	oboInOwl:hasDbXref	UMLS:C4021714	semapv:UnspecifiedMatching	Abnormalita humerální epifýzy	
HP:0003892	oboInOwl:hasDbXref	UMLS:C4021713	semapv:UnspecifiedMatching	Absent humeral epiphyseal ossification	
HP:0003893	oboInOwl:hasDbXref	UMLS:C4020836	semapv:UnspecifiedMatching	Advanced ossification of the humeral epiphysis	
HP:0003893	oboInOwl:hasDbXref	UMLS:C4025526	semapv:UnspecifiedMatching	Advanced ossification of the humeral epiphysis	
HP:0003894	oboInOwl:hasDbXref	UMLS:C4021712	semapv:UnspecifiedMatching	Delayed humeral epiphyseal ossification	
HP:0003894	oboInOwl:hasDbXref	UMLS:C4280543	semapv:UnspecifiedMatching	Delayed humeral epiphyseal ossification	
HP:0003895	oboInOwl:hasDbXref	UMLS:C4025525	semapv:UnspecifiedMatching	Afgevlakte epifysen van de humerus	
HP:0003896	oboInOwl:hasDbXref	UMLS:C4025524	semapv:UnspecifiedMatching	Düzensiz humeral epifizler	
HP:0003897	oboInOwl:hasDbXref	UMLS:C4025523	semapv:UnspecifiedMatching	Humerus epifizlerinin düzensiz kemikleşmesi	
HP:0003897	oboInOwl:hasDbXref	UMLS:C4280542	semapv:UnspecifiedMatching	Humerus epifizlerinin düzensiz kemikleşmesi	
HP:0003898	oboInOwl:hasDbXref	UMLS:C4025522	semapv:UnspecifiedMatching	Büyük humeral epifizler	
HP:0003899	oboInOwl:hasDbXref	UMLS:C4025521	semapv:UnspecifiedMatching	Epífisis humeral redondeada	
HP:0003900	oboInOwl:hasDbXref	UMLS:C4025520	semapv:UnspecifiedMatching	Epífisis humeral pequeña	
HP:0003901	oboInOwl:hasDbXref	UMLS:C4025519	semapv:UnspecifiedMatching	Calcificaciones punteadas de la epífisis humeral	
HP:0003902	oboInOwl:hasDbXref	UMLS:C4021711	semapv:UnspecifiedMatching	Calcifications ponctuées épiphysaires de l'humérus	
HP:0003903	oboInOwl:hasDbXref	UMLS:C4021710	semapv:UnspecifiedMatching	Brede epifysen van de humerus	
HP:0003904	oboInOwl:hasDbXref	UMLS:C4021709	semapv:UnspecifiedMatching	Brede epifysen van de bovenste ledematen	
HP:0003905	oboInOwl:hasDbXref	UMLS:C4025518	semapv:UnspecifiedMatching	Abnormalita humerální epifýzární ploténky	
HP:0003905	oboInOwl:hasDbXref	UMLS:C4280541	semapv:UnspecifiedMatching	Abnormalita humerální epifýzární ploténky	
HP:0003906	oboInOwl:hasDbXref	UMLS:C4021708	semapv:UnspecifiedMatching	Brede epifysaire plaat van de humerus	
HP:0003906	oboInOwl:hasDbXref	UMLS:C4280540	semapv:UnspecifiedMatching	Brede epifysaire plaat van de humerus	
HP:0003907	oboInOwl:hasDbXref	UMLS:C4025517	semapv:UnspecifiedMatching	Abnormal humeral metaphysis morphology	
HP:0003908	oboInOwl:hasDbXref	UMLS:C4025516	semapv:UnspecifiedMatching	Corner fracture of metaphysis	
HP:0003909	oboInOwl:hasDbXref	UMLS:C4025515	semapv:UnspecifiedMatching	Cortical subperiosteal resorption of humeral metaphyses	
HP:0003910	oboInOwl:hasDbXref	UMLS:C4021707	semapv:UnspecifiedMatching	Enlarged humeral metaphyses	
HP:0003911	oboInOwl:hasDbXref	UMLS:C4020835	semapv:UnspecifiedMatching	Flared humeral metaphysis	
HP:0003911	oboInOwl:hasDbXref	UMLS:C4020912	semapv:UnspecifiedMatching	Flared humeral metaphysis	
HP:0003912	oboInOwl:hasDbXref	UMLS:C4025514	semapv:UnspecifiedMatching	Aşınmış humeral metafizleri	
HP:0003913	oboInOwl:hasDbXref	UMLS:C4021706	semapv:UnspecifiedMatching	Humeral metafizyal düzensizlik	
HP:0003914	oboInOwl:hasDbXref	UMLS:C4025513	semapv:UnspecifiedMatching	Irregulaire ossificatie van metaphysen van de humerus	
HP:0003915	oboInOwl:hasDbXref	UMLS:C4025512	semapv:UnspecifiedMatching	Anomalies lytiques de la métaphyse de l'humérus	
HP:0003916	oboInOwl:hasDbXref	UMLS:C4025511	semapv:UnspecifiedMatching	Bandas transversales densidad normal (húmero)	
HP:0003917	oboInOwl:hasDbXref	UMLS:C4025510	semapv:UnspecifiedMatching	Metáfisis humeral en punta	
HP:0003918	oboInOwl:hasDbXref	UMLS:C4025509	semapv:UnspecifiedMatching	Metáfisis humeral esclerótica	
HP:0003919	oboInOwl:hasDbXref	UMLS:C4025508	semapv:UnspecifiedMatching	Metáfisis humeral esclerótica con estrías longitudinales	
HP:0003920	oboInOwl:hasDbXref	UMLS:C4025507	semapv:UnspecifiedMatching	Aflopende metafyse van de humerus	
HP:0003921	oboInOwl:hasDbXref	UMLS:C4025506	semapv:UnspecifiedMatching	Dışa eğimli humeral metafiz	
HP:0003922	oboInOwl:hasDbXref	UMLS:C4025505	semapv:UnspecifiedMatching	Espuela en la metáfisis humeral	
HP:0003923	oboInOwl:hasDbXref	UMLS:C4025504	semapv:UnspecifiedMatching	Kare humeral metafiz	
HP:0003924	oboInOwl:hasDbXref	UMLS:C4025503	semapv:UnspecifiedMatching	Calcificaciones punteadas de metáfisis humeral	
HP:0003926	oboInOwl:hasDbXref	UMLS:C4025502	semapv:UnspecifiedMatching	Abnormal humeral diaphysis morphology	
HP:0003927	oboInOwl:hasDbXref	UMLS:C4025501	semapv:UnspecifiedMatching	Cortical irregularity of humeral diaphysis	
HP:0003928	oboInOwl:hasDbXref	UMLS:C4025500	semapv:UnspecifiedMatching	Cortical thickening of humeral diaphysis	
HP:0003929	oboInOwl:hasDbXref	UMLS:C4025499	semapv:UnspecifiedMatching	Diáfisis humerales con opacidades en vidrio esmerilado	
HP:0003930	oboInOwl:hasDbXref	UMLS:C4021705	semapv:UnspecifiedMatching	Anomalies lytiques de la diaphyse de l'humérus	
HP:0003931	oboInOwl:hasDbXref	UMLS:C4025498	semapv:UnspecifiedMatching	Humeral fiyafizin periostal yeni kemiği	
HP:0003932	oboInOwl:hasDbXref	UMLS:C4025497	semapv:UnspecifiedMatching	Focos escleróticos de diáfisis humeral	
